0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sff_bar_1x2,sff_bar_2x1,sff_bar_1x3,sff_bar_3x1,sff_block_2x2,sff_block_3x3,sff_block_2x3,sff_block_3x2,sff_L_2x2_up_right,sff_pixel_1x1,bucket,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Class 0,Class 1,Class 2,Class 3
1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0.511111111,0.533333333,0.4,0.5,0.333333333,0.25,0.25,0.333333333,0.061728395,0.68,1,1.189223804,-2.676403188,0.349555175,-0.753083156,1.045483513,-1.464184343,0.195801936,-2.269115472,-0.128463384,0.142858943,0.077697662,0.114581483,-1.327077893,0.268577224,-0.762059361,-0.403569956,-1.126823282,0,1,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0.777777778,0.8,0.7,0.75,0.728395062,0.5625,0.638888889,0.666666667,0.037037037,0.84,3,7.585641585,0.805283571,2.433828629,-0.258287889,-0.003500268,0.243530194,-0.203719876,0.442839779,-0.788845149,1.460775341,-0.637728785,0.528439514,0.448010284,0.046457864,1.128409075,-0.875119876,0.63810192,0,0,0,1
1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0.511111111,0.555555556,0.4,0.4,0.358024691,0,0.222222222,0.166666667,0.074074074,0.68,2,-0.088441818,-2.913320023,1.511251514,-1.434132428,0.15198158,1.213876019,-1.184558108,1.023593296,-0.67253916,-0.929253268,0.199660107,-0.362197188,0.803455037,0.731947115,-0.163246947,2.133602787,1.064757063,0,0,1,0
1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.4,0.466666667,0.2,0.3,0.185185185,0,0.055555556,0.083333333,0.098765432,0.64,2,-2.434131088,-0.460083717,-1.578914111,-1.960864368,0.210476264,-2.307287257,0.218002774,0.581561973,-1.4185162,-1.741908564,1.306795307,0.710598459,0.236755685,-0.104976982,0.896909231,-1.349483099,1.101009383,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0.622222222,0.511111111,0.55,0.35,0.382716049,0.25,0.333333333,0.305555556,0.074074074,0.72,2,2.088127079,0.815113673,-1.712384051,1.172505064,-1.401103452,-0.512391074,1.784616971,1.787334011,0.997706283,0.429719041,0.921669343,0.391727927,-0.002935054,-1.661514111,-0.587579511,-0.070340002,-0.774906256,0,0,1,0
1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0.622222222,0.577777778,0.5,0.45,0.456790123,0.125,0.305555556,0.305555556,0.061728395,0.72,2,1.83935006,-1.247209096,1.79253795,-0.384879263,-1.371162301,0.864965004,-0.528436379,1.257739866,-0.020125887,0.738771275,-0.171817036,0.209767839,0.48962138,1.701159548,-0.275347146,-0.474594619,0.300776463,0,0,1,0
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.733333333,0.777777778,0.7,0.7,0.654320988,0.5,0.611111111,0.555555556,0.037037037,0.84,2,6.99593931,-1.325886956,1.565872507,-0.510145279,0.910126746,-1.653263346,-0.994234586,0.439604607,-1.327646008,-1.058294934,0.342883323,-0.134970399,-0.835176088,0.679445101,1.08016299,-0.350525501,-0.857719758,0,0,1,0
1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0.422222222,0.377777778,0.3,0.3,0.160493827,0,0.055555556,0.111111111,0.086419753,0.6,2,-2.567026155,-3.470831718,0.083860829,-1.342917185,0.192308163,-1.115472541,-0.439124398,-2.067858501,-0.177226182,0.118350166,0.710491137,-0.478418664,-0.09567099,0.318334326,-2.228110083,0.866759181,-0.51126287,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.933333333,0.955555556,0.9,0.95,0.925925926,0.875,0.888888889,0.916666667,0.012345679,0.96,2,12.31448961,0.61119273,1.909604284,0.248656574,0.173764278,-0.397955127,0.04764771,0.192446225,-1.364359691,1.084770104,-1.201213725,-0.648462869,0.814408507,-0.577808163,0.476067377,-0.361318517,-0.456926113,0,0,1,0
1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0.444444444,0.466666667,0.3,0.35,0.283950617,0.125,0.166666667,0.194444444,0.074074074,0.6,2,-1.314734943,1.355938474,1.670667975,-0.249059148,-0.2123473,0.726391687,-0.245284245,1.554421411,-0.22403196,-2.651248672,-0.098047205,0.442181133,1.26660909,0.726771769,-0.136307327,-0.635062976,-0.972869756,0,0,1,0
1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0.422222222,0.377777778,0.3,0.25,0.209876543,0,0.055555556,0.111111111,0.061728395,0.56,1,-3.117409211,-1.870547566,1.400019053,0.798989767,-0.789487204,0.917932461,0.065490602,0.116908334,-1.144412383,0.240404366,-0.688951051,-2.091203285,2.32580671,0.995222675,-0.109970605,-0.510876077,0.004207297,0,1,0,0
1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.355555556,0.377777778,0.2,0.2,0.135802469,0,0,0.083333333,0.098765432,0.56,1,-4.184592805,-2.794019064,-0.196652151,0.050980853,-0.430693178,0.721741827,1.165219511,-0.119521926,-2.190192194,0.968553058,1.2945896,0.258297675,-0.208836804,-2.102700753,-1.142332309,-0.238810661,-0.699296351,0,1,0,0
1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0.6,0.622222222,0.45,0.45,0.432098765,0.1875,0.305555556,0.277777778,0.049382716,0.76,2,2.471826615,-0.023977622,-1.353467825,-0.973439466,-1.115887807,-0.4224538,-1.415475597,1.980138111,0.259376697,0.504684269,-1.809895175,1.208490965,-0.611746131,0.291808225,0.020408627,0.38144126,0.408437671,0,0,1,0
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0.422222222,0.333333333,0.3,0.2,0.160493827,0,0.111111111,0,0.098765432,0.56,2,-3.483441531,3.127549069,0.303802932,0.429366635,-0.156885379,2.451654549,-0.006873686,-1.613181249,-0.637671315,0.323949784,1.295323828,-0.055288543,-1.352192455,-0.791466863,-1.016521564,1.141546479,1.157424861,0,0,1,0
1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0.4,0.488888889,0.25,0.4,0.259259259,0.0625,0.138888889,0.138888889,0.061728395,0.6,2,-1.47845822,1.620747179,0.199626273,-1.128367502,-0.064506379,0.084535555,0.369860832,-1.509595412,0.601994285,0.469706456,-1.666740146,1.01609276,1.490452404,1.52785075,0.901030292,0.314929763,0.867914719,0,0,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0.377777778,0.333333333,0.2,0.25,0.160493827,0,0,0.111111111,0.061728395,0.52,1,-3.842861003,-3.168064147,-1.064940284,0.356055659,-1.487944334,0.673340736,-0.417930527,-0.556199072,-1.613787636,-0.317598717,-1.634260818,0.039940656,0.461486346,-0.804960809,-0.141979612,1.225615398,-1.022778638,0,1,0,0
1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.466666667,0.444444444,0.3,0.3,0.283950617,0,0.083333333,0.166666667,0.074074074,0.6,2,-1.858495461,-2.670963603,-1.050477695,-0.066617154,1.334208729,1.506758153,0.715253819,-0.680371416,-0.413454863,0.728786567,-1.079714577,0.571128656,-1.241347765,-0.016207543,0.852867996,0.117279856,0.592345257,0,0,1,0
1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0.444444444,0.533333333,0.3,0.45,0.308641975,0.1875,0.25,0.25,0.061728395,0.64,2,0.44228979,-0.180285974,-1.208612573,-1.139493417,0.815181593,-2.035928701,0.31227462,-0.878050706,1.87974811,1.882316024,0.221076243,0.482436666,-0.526443658,0.167097875,1.263975415,-0.666841424,0.506279672,0,0,1,0
1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0.422222222,0.311111111,0.3,0.15,0.135802469,0,0.027777778,0.055555556,0.074074074,0.56,1,-3.65457254,-0.917597028,0.770938296,-0.061301348,-1.629805116,-0.220763261,-1.284367813,-1.140955315,-1.421711997,1.76564215,1.524490819,0.429353504,0.321519883,1.086590714,1.131386218,-0.882302745,-0.41552849,0,1,0,0
1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0.644444444,0.511111111,0.6,0.4,0.407407407,0.25,0.333333333,0.333333333,0.049382716,0.72,3,2.227160826,-3.234740601,1.577876138,1.310830748,-1.554115079,-2.40832206,-0.851815021,0.383264891,-0.699415121,0.464627808,0.729956782,-0.866638289,-0.785533051,-0.904577133,-0.154271394,1.166033091,-0.122829504,0,0,0,1
1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.444444444,0.422222222,0.35,0.25,0.234567901,0.0625,0.111111111,0.138888889,0.061728395,0.6,1,-2.206576495,-0.796723455,2.811710156,-1.245794059,0.88408301,-0.789921027,0.969317149,1.841392653,-1.115064399,-0.328295889,0.021303829,-0.57378562,0.842017861,-1.82442375,-0.653798181,0.520842506,-1.228943393,0,1,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0.711111111,0.688888889,0.6,0.65,0.580246914,0.375,0.444444444,0.527777778,0.037037037,0.8,2,5.191135636,2.385307419,1.635507034,-0.962627943,-0.576071132,-0.885641682,-0.088066497,-0.976838973,-0.824110099,0.466634912,-1.176017532,-0.6237879,1.526961593,0.380774664,-1.369956023,-0.16842728,0.068254496,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0.666666667,0.733333333,0.5,0.7,0.580246914,0.3125,0.388888889,0.527777778,0.049382716,0.8,2,5.065793583,0.917306948,-0.388008515,-2.090528239,-0.791230973,-0.328194363,-0.175569455,-0.409628285,0.283117699,1.338848973,-1.030393326,0.433907482,1.327593013,0.66426257,-0.139154214,0.501793311,1.252649995,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0.733333333,0.822222222,0.7,0.8,0.703703704,0.625,0.666666667,0.666666667,0.024691358,0.84,2,8.501279576,-0.027558522,0.422631196,-1.908966467,1.393673184,-1.662332485,-0.130389246,-1.029162044,0.144667292,-0.448859359,0.499560288,-1.809032882,-0.462722251,-0.487740212,0.309013097,0.124791437,-1.319853924,0,0,1,0
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0.644444444,0.644444444,0.55,0.5,0.50617284,0.25,0.388888889,0.333333333,0.074074074,0.76,2,3.260819822,1.092411822,0.435553165,1.466275641,1.012019447,1.551266774,1.072030076,-0.436650396,0.355777915,-0.439518478,0.566540052,-0.354219082,0.977903142,-1.124456089,-1.174092972,-0.439776159,0.200692159,0,0,1,0
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0.377777778,0.333333333,0.3,0.25,0.160493827,0,0.111111111,0.055555556,0.049382716,0.52,2,-3.259229366,3.196802375,-1.034479872,-0.514659401,2.095353357,-0.589949649,0.457157514,1.537732892,-0.282423915,1.803784837,-0.837617815,-1.016564905,-1.10340028,-0.431796128,1.03056255,0.788611076,-0.917238242,0,0,1,0
1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.444444444,0.511111111,0.3,0.4,0.283950617,0.0625,0.111111111,0.194444444,0.061728395,0.64,1,-1.095478859,-1.987597532,1.732770118,-2.327966008,-0.408498875,0.319744334,-1.453812952,2.099017959,-0.943467101,0.203237341,-0.037631044,0.096766429,1.36440873,-0.22869923,-0.202880204,1.023433884,-0.257735058,0,1,0,0
1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0.288888889,0.333333333,0.15,0.2,0.160493827,0,0.055555556,0,0.049382716,0.44,2,-4.77690719,2.23641542,1.516539036,-0.151434193,-0.073490527,2.178204847,-0.844730945,0.098280951,0.530217069,-0.48525392,-1.919326013,-1.119119682,-1.808884373,-0.2909367,0.049442959,-0.794919878,-0.731309219,0,0,1,0
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0.6,0.666666667,0.4,0.6,0.481481481,0.1875,0.25,0.388888889,0.074074074,0.76,3,2.832929167,-0.002948686,-0.541847354,-1.984250638,-1.313974002,1.745222936,-0.141443721,1.601679332,0.295810798,-0.196072512,0.119997681,0.16921868,-1.069248228,0.442272738,-0.659623063,-0.200893401,-0.524139355,0,0,0,1
1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0.444444444,0.422222222,0.3,0.35,0.234567901,0,0.111111111,0.138888889,0.074074074,0.6,2,-1.885258882,2.6440933,-0.269291652,-0.327713652,-1.988661478,0.699375061,-1.841845667,-0.769857962,-1.24015362,-0.176605084,1.08834283,-0.213908703,0.567311687,-1.350934746,1.261775417,0.477314219,0.105112098,0,0,1,0
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0.644444444,0.555555556,0.5,0.4,0.407407407,0.125,0.222222222,0.277777778,0.061728395,0.76,2,2.132161362,-0.405111732,-1.696192385,-0.405946321,0.872534477,1.216900647,0.088953729,-2.671015315,-0.020343422,-0.448710431,-0.836620365,-0.352934204,0.296931849,0.291230435,-2.028344347,0.552674969,-0.338900369,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0.822222222,0.777777778,0.8,0.75,0.703703704,0.625,0.666666667,0.666666667,0.037037037,0.88,2,8.729307909,-0.037030389,0.125297967,1.354004425,-1.01183866,-1.856548958,-1.019434516,-0.221791021,-0.605547314,0.564275978,0.923516804,-0.489168683,-0.985649026,-0.769356231,0.224288157,0.620370907,-0.557305376,0,0,1,0
1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0.355555556,0.377777778,0.25,0.2,0.135802469,0,0.055555556,0.027777778,0.074074074,0.56,2,-3.653710372,-1.048721347,2.740618092,-0.564313559,0.819920621,-2.103725876,-0.022475866,-0.765338253,-0.341543019,-1.731894615,0.87037509,-1.132893892,1.718315037,-0.448420858,0.322539235,1.038217458,0.805618256,0,0,1,0
1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0.466666667,0.488888889,0.25,0.4,0.283950617,0.0625,0.083333333,0.222222222,0.074074074,0.64,2,-1.018505978,-1.866855042,0.350429995,-0.422254421,-1.801717948,1.880813097,-1.553829018,-0.314438308,-0.489474829,-0.972191036,-0.445915111,1.955353266,-0.884116166,-0.495782364,-0.470001137,1.024677228,-0.307855006,0,0,1,0
1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0.511111111,0.555555556,0.3,0.5,0.358024691,0,0.111111111,0.277777778,0.037037037,0.68,1,0.22512739,1.577206017,-1.934174088,-1.649404892,-0.701744414,-0.901331234,0.062599251,-0.648358667,-1.635595306,1.170551467,-2.232339202,-0.684298271,2.079524127,0.186519249,-0.171305219,-0.948313109,-0.619609886,0,1,0,0
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0.688888889,0.622222222,0.6,0.55,0.530864198,0.375,0.416666667,0.444444444,0.037037037,0.76,2,4.275899656,0.849931731,1.598477161,-0.476772669,-0.644075255,-0.035146634,-0.273584976,-1.484938816,-0.062149313,-0.886744493,-1.575617654,-0.235442817,1.700660096,0.456711996,-0.1369044,-1.204234736,0.680099005,0,0,1,0
1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.577777778,0.511111111,0.5,0.45,0.432098765,0.375,0.388888889,0.416666667,0.061728395,0.64,2,2.285141811,-0.710257664,1.299025003,1.295710446,-0.980277745,1.308992939,0.658184976,0.601292438,2.239664282,0.291112975,0.874389344,0.223375748,-1.165694708,-0.627430957,0.931835692,-1.001665881,0.197168027,0,0,1,0
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0.466666667,0.488888889,0.4,0.35,0.333333333,0.125,0.25,0.222222222,0.086419753,0.6,2,-0.696104644,-0.962735825,2.107062747,0.923308554,1.274961377,1.554703921,-0.217597265,0.792368649,0.542752826,-0.957513907,1.064665598,0.880494254,0.954805196,0.680370343,0.238095984,-0.203027079,0.599922237,0,0,1,0
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0.555555556,0.533333333,0.45,0.45,0.432098765,0.1875,0.305555556,0.333333333,0.049382716,0.64,2,1.146086681,-1.021306155,2.510635437,2.351154213,-0.901259083,0.756740041,0.480093274,-0.618858451,-0.021928367,-0.525527849,-0.33000018,0.372727996,0.573023508,-0.401861853,-0.070223688,-0.750201877,-0.71422975,0,0,1,0
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0.622222222,0.644444444,0.6,0.55,0.481481481,0.375,0.444444444,0.416666667,0.074074074,0.76,3,4.059087487,0.299860379,-0.199080423,0.880973108,2.719300672,0.675381941,-0.094585827,0.262759484,0.582820669,-0.758387937,1.171202373,0.243752613,0.306356761,-1.586508404,-1.124419722,-0.047032506,0.44540532,0,0,0,1
1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0.377777778,0.444444444,0.25,0.35,0.234567901,0.125,0.138888889,0.166666667,0.061728395,0.56,2,-1.936028999,-0.981779214,1.112311158,1.183029976,-1.095339057,0.640671729,1.448452327,-0.151472105,0.814211389,0.96981573,-0.239443631,1.079790249,0.981671936,0.996177256,2.058406149,0.259976488,-0.49903088,0,0,1,0
1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0.422222222,0.333333333,0.25,0.2,0.160493827,0,0.055555556,0,0.086419753,0.56,2,-3.757480126,1.947873824,1.659025043,1.055673308,-1.592755381,-0.49388704,0.118053237,-0.012058462,-1.05768374,0.390054908,1.927535881,-0.649464234,-2.235073569,1.0580863,1.250014396,-0.165349926,0.800628051,0,0,1,0
1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0.466666667,0.555555556,0.35,0.45,0.308641975,0.1875,0.222222222,0.222222222,0.061728395,0.68,2,0.409467141,-0.132746826,0.577066576,1.18706554,0.801503927,-2.716676974,-0.968183224,0.128869664,0.25348345,0.464320064,-0.262770282,1.645278753,-0.055039837,-0.572155513,-0.131767541,-1.146913277,0.629892365,0,0,1,0
