File name,Stress Value,bracket
unitcell_row_0077.png,3301.65,2
unitcell_row_0078.png,1897.28,1
unitcell_row_0079.png,3075.89,2
unitcell_row_0080.png,2953.04,2
unitcell_row_0081.png,3105.63,2
unitcell_row_0082.png,3204.45,2
unitcell_row_0083.png,2406.57,1
unitcell_row_0084.png,3234.59,2
unitcell_row_0085.png,3248.69,2
unitcell_row_0086.png,3039.53,2
unitcell_row_0087.png,3891.75,3
unitcell_row_0088.png,2480.58,1
unitcell_row_0089.png,2801.55,2
unitcell_row_0090.png,2829.59,2
unitcell_row_0091.png,2794.14,2
unitcell_row_0092.png,3845.47,3
unitcell_row_0093.png,2044.24,1
unitcell_row_0094.png,3737.47,3
unitcell_row_0095.png,2563.85,2
unitcell_row_0096.png,3001.82,2
unitcell_row_0097.png,978.792,0
unitcell_row_0098.png,2615.83,2
unitcell_row_0099.png,3545.97,3
unitcell_row_0100.png,3209.32,2
unitcell_row_0101.png,3457.51,2
unitcell_row_0102.png,3578.63,3
unitcell_row_0103.png,3345.13,2
unitcell_row_0104.png,3169.87,2
unitcell_row_0105.png,2634.04,2
unitcell_row_0106.png,2489.02,1
unitcell_row_0107.png,2881.05,2
unitcell_row_0108.png,3284.54,2
unitcell_row_0109.png,3323.03,2
unitcell_row_0110.png,1545.23,1
unitcell_row_0111.png,2304.5,1
unitcell_row_0112.png,3151.36,2
unitcell_row_0113.png,2905.81,2
unitcell_row_0114.png,2899.18,2
unitcell_row_0115.png,3109.76,2
unitcell_row_0116.png,2496.24,1
unitcell_row_0117.png,3051.57,2
unitcell_row_0118.png,2704.96,2
unitcell_row_0119.png,3497.86,2
unitcell_row_0120.png,2708.38,2
unitcell_row_0121.png,2418.37,1
unitcell_row_0122.png,3225.89,2
unitcell_row_0123.png,2859.79,2
unitcell_row_0124.png,3488.42,2
unitcell_row_0125.png,3832.03,3
unitcell_row_0126.png,3320.82,2
unitcell_row_0127.png,3487.2,2
unitcell_row_0128.png,3710.65,3
unitcell_row_0129.png,3962.13,3
unitcell_row_0130.png,2400.86,1
unitcell_row_0131.png,2915.41,2
unitcell_row_0132.png,3467.72,2
unitcell_row_0133.png,3628.88,3
unitcell_row_0134.png,2993.14,2
unitcell_row_0135.png,3650.65,3
unitcell_row_0136.png,3125.6,2
unitcell_row_0137.png,2966.31,2
unitcell_row_0138.png,2282.17,1
unitcell_row_0139.png,2685.22,2
unitcell_row_0140.png,2776.56,2
unitcell_row_0141.png,2713.23,2
unitcell_row_0142.png,2573.34,2
unitcell_row_0143.png,2745.18,2
unitcell_row_0144.png,3324.18,2
unitcell_row_0145.png,2990.86,2
unitcell_row_0146.png,3475.27,2
unitcell_row_0147.png,2976.33,2
unitcell_row_0148.png,2566.88,2
unitcell_row_0149.png,4302.05,3
unitcell_row_0150.png,3222.64,2
unitcell_row_0151.png,2976.09,2
unitcell_row_0152.png,3164.88,2
unitcell_row_0153.png,2893.47,2
unitcell_row_0154.png,3073.83,2
unitcell_row_0155.png,2303.74,1
unitcell_row_0156.png,3275.75,2
unitcell_row_0157.png,2509.03,2
unitcell_row_0158.png,2723.83,2
unitcell_row_0159.png,2629.87,2
unitcell_row_0160.png,2766.84,2
unitcell_row_0161.png,3754.42,3
unitcell_row_0162.png,3174.21,2
unitcell_row_0163.png,1012.33,0
unitcell_row_0164.png,3547.35,3
unitcell_row_0165.png,2749.02,2
unitcell_row_0166.png,3027.38,2
unitcell_row_0167.png,3027.03,2
unitcell_row_0168.png,3245.24,2
unitcell_row_0169.png,3248.76,2
unitcell_row_0170.png,3141.22,2
unitcell_row_0171.png,2849.6,2
unitcell_row_0172.png,2674.54,2
unitcell_row_0173.png,2839.54,2
unitcell_row_0174.png,2786.2,2
unitcell_row_0175.png,2820.61,2
unitcell_row_0176.png,2564.57,2
unitcell_row_0177.png,3329.96,2
unitcell_row_0178.png,3241.06,2
unitcell_row_0179.png,3523.77,3
unitcell_row_0180.png,4096.94,3
unitcell_row_0181.png,1832.33,1
unitcell_row_0182.png,2628.37,2
unitcell_row_0183.png,3092.35,2
unitcell_row_0184.png,3091.86,2
unitcell_row_0185.png,1917.48,1
unitcell_row_0186.png,2715.16,2
unitcell_row_0187.png,753.979,0
unitcell_row_0188.png,3661.85,3
unitcell_row_0189.png,3118.35,2
unitcell_row_0190.png,1132.72,0
unitcell_row_0191.png,3035.2,2
unitcell_row_0192.png,2662.7,2
unitcell_row_0193.png,3351.51,2
unitcell_row_0194.png,3234.36,2
unitcell_row_0195.png,1055.98,0
unitcell_row_0196.png,3555.86,3
unitcell_row_0197.png,3141.78,2
unitcell_row_0198.png,2524.3,2
unitcell_row_0199.png,1795.29,1
unitcell_row_0200.png,1003.32,0
unitcell_row_0201.png,3012.37,2
unitcell_row_0202.png,3213.82,2
unitcell_row_0203.png,2499.77,1
unitcell_row_0204.png,2957.87,2
unitcell_row_0205.png,2136.77,1
unitcell_row_0206.png,938.317,0
unitcell_row_0207.png,2499.61,1
unitcell_row_0208.png,3912.83,3
unitcell_row_0209.png,2593.43,2
unitcell_row_0210.png,3642.88,3
unitcell_row_0211.png,2961.56,2
unitcell_row_0212.png,3713.93,3
unitcell_row_0213.png,2903.12,2
unitcell_row_0214.png,3408.13,2
unitcell_row_0215.png,2107.71,1
unitcell_row_0216.png,3536.45,3
unitcell_row_0217.png,2015.69,1
unitcell_row_0218.png,2777.35,2
unitcell_row_0219.png,3971.36,3
unitcell_row_0220.png,1279.45,0
unitcell_row_0221.png,2654.51,2
unitcell_row_0222.png,3139.2,2
unitcell_row_0223.png,2666.6,2
unitcell_row_0224.png,3028.24,2
unitcell_row_0225.png,2765.86,2
unitcell_row_0226.png,3642.93,3
unitcell_row_0227.png,3600.86,3
unitcell_row_0228.png,1997.51,1
unitcell_row_0229.png,2302.09,1
unitcell_row_0230.png,3127.27,2
unitcell_row_0231.png,828.693,0
unitcell_row_0232.png,2907.05,2
unitcell_row_0233.png,1612.95,1
unitcell_row_0234.png,2244.72,1
unitcell_row_0235.png,2963.21,2
unitcell_row_0236.png,2788.65,2
unitcell_row_0237.png,4043.62,3
unitcell_row_0238.png,2904.98,2
unitcell_row_0239.png,2518.05,2
unitcell_row_0240.png,3742.34,3
unitcell_row_0241.png,3639.83,3
unitcell_row_0242.png,3306.24,2
unitcell_row_0243.png,3617.12,3
unitcell_row_0244.png,2835.56,2
unitcell_row_0245.png,3145.28,2
unitcell_row_0246.png,2549.5,2
unitcell_row_0247.png,3350.25,2
unitcell_row_0248.png,3035.96,2
unitcell_row_0249.png,3276.12,2
unitcell_row_0250.png,2812.79,2
unitcell_row_0251.png,2495.93,1
unitcell_row_0252.png,3152.5,2
unitcell_row_0253.png,4087.32,3
unitcell_row_0254.png,3218.56,2
unitcell_row_0255.png,3235.35,2
unitcell_row_0256.png,2667.9,2
unitcell_row_0257.png,3118.83,2
unitcell_row_0258.png,3243.93,2
unitcell_row_0259.png,3279.61,2
unitcell_row_0260.png,2535.74,2
unitcell_row_0261.png,2951.57,2
unitcell_row_0262.png,3213.87,2
unitcell_row_0263.png,4020.16,3
unitcell_row_0264.png,3683.24,3
unitcell_row_0265.png,1123.28,0
unitcell_row_0266.png,2744.96,2
unitcell_row_0267.png,3250.8,2
unitcell_row_0268.png,3277.48,2
unitcell_row_0269.png,3045.15,2
unitcell_row_0270.png,2595.88,2
unitcell_row_0271.png,2489.65,1
unitcell_row_0272.png,3158.91,2
unitcell_row_0273.png,2799.67,2
unitcell_row_0274.png,2737.69,2
unitcell_row_0275.png,1332.39,0
unitcell_row_0276.png,2631.98,2
unitcell_row_0277.png,3930.73,3
unitcell_row_0278.png,3433.23,2
unitcell_row_0279.png,4026.79,3
unitcell_row_0280.png,3248.2,2
unitcell_row_0281.png,1831.8,1
unitcell_row_0282.png,2729.61,2
unitcell_row_0283.png,3995.95,3
unitcell_row_0284.png,1571.67,1
unitcell_row_0285.png,3570.37,3
unitcell_row_0286.png,1927.38,1
unitcell_row_0287.png,3112.36,2
unitcell_row_0288.png,2681.68,2
unitcell_row_0289.png,3529.36,3
unitcell_row_0290.png,3091.63,2
unitcell_row_0291.png,2550.02,2
unitcell_row_0292.png,2925.89,2
unitcell_row_0293.png,3054.79,2
unitcell_row_0294.png,2754.27,2
unitcell_row_0295.png,3794.24,3
unitcell_row_0296.png,3155.46,2
unitcell_row_0297.png,3230.99,2
unitcell_row_0298.png,3345.81,2
unitcell_row_0299.png,3227.95,2
unitcell_row_0300.png,3344.0,2
unitcell_row_0301.png,1132.23,0
unitcell_row_0302.png,3269.05,2
unitcell_row_0303.png,3826.23,3
unitcell_row_0304.png,3502.82,3
unitcell_row_0305.png,3956.63,3
unitcell_row_0306.png,2635.73,2
unitcell_row_0307.png,2898.27,2
unitcell_row_0308.png,2775.68,2
unitcell_row_0309.png,2981.14,2
unitcell_row_0310.png,2935.01,2
unitcell_row_0311.png,3197.94,2
unitcell_row_0312.png,3453.24,2
unitcell_row_0313.png,2728.79,2
unitcell_row_0314.png,2799.32,2
unitcell_row_0315.png,3172.71,2
unitcell_row_0316.png,3268.01,2
unitcell_row_0317.png,3550.86,3
unitcell_row_0318.png,2281.1,1
unitcell_row_0319.png,2745.75,2
unitcell_row_0320.png,3054.71,2
unitcell_row_0321.png,3289.46,2
unitcell_row_0322.png,3848.99,3
unitcell_row_0323.png,3292.1,2
unitcell_row_0324.png,2961.05,2
unitcell_row_0325.png,3214.96,2
unitcell_row_0326.png,2908.1,2
unitcell_row_0327.png,1975.19,1
unitcell_row_0328.png,3778.27,3
unitcell_row_0329.png,3280.79,2
unitcell_row_0330.png,1609.81,1
unitcell_row_0331.png,3009.7,2
unitcell_row_0332.png,3431.13,2
unitcell_row_0333.png,2568.48,2
unitcell_row_0334.png,2741.84,2
unitcell_row_0335.png,3241.86,2
unitcell_row_0336.png,3916.04,3
unitcell_row_0337.png,3202.28,2
unitcell_row_0338.png,2936.13,2
unitcell_row_0339.png,2898.17,2
unitcell_row_0340.png,2838.23,2
unitcell_row_0341.png,3108.37,2
unitcell_row_0342.png,3701.54,3
unitcell_row_0343.png,3274.34,2
unitcell_row_0344.png,2916.99,2
unitcell_row_0345.png,2516.63,2
unitcell_row_0346.png,2487.91,1
unitcell_row_0347.png,3176.7,2
unitcell_row_0348.png,1707.1,1
unitcell_row_0349.png,3560.65,3
unitcell_row_0350.png,2773.81,2
unitcell_row_0351.png,3799.83,3
unitcell_row_0352.png,2501.04,2
unitcell_row_0353.png,2866.43,2
unitcell_row_0354.png,3135.27,2
unitcell_row_0355.png,4328.4,3
unitcell_row_0356.png,3504.67,3
unitcell_row_0357.png,2979.12,2
unitcell_row_0358.png,2882.91,2
unitcell_row_0359.png,1136.2,0
unitcell_row_0360.png,3525.0,3
unitcell_row_0361.png,3535.43,3
unitcell_row_0362.png,3493.49,2
unitcell_row_0363.png,3600.93,3
unitcell_row_0364.png,3167.94,2
unitcell_row_0365.png,3155.11,2
unitcell_row_0366.png,3126.97,2
unitcell_row_0367.png,2510.49,2
unitcell_row_0368.png,3582.62,3
unitcell_row_0369.png,3712.84,3
unitcell_row_0370.png,3395.76,2
unitcell_row_0371.png,3232.36,2
unitcell_row_0372.png,2739.6,2
unitcell_row_0373.png,3200.47,2
unitcell_row_0374.png,3352.75,2
unitcell_row_0375.png,3487.75,2
unitcell_row_0376.png,3275.45,2
unitcell_row_0377.png,3279.11,2
unitcell_row_0378.png,2739.85,2
unitcell_row_0379.png,2947.59,2
unitcell_row_0380.png,3383.91,2
unitcell_row_0381.png,2356.17,1
unitcell_row_0382.png,3038.16,2
unitcell_row_0383.png,2642.91,2
unitcell_row_0384.png,3144.9,2
unitcell_row_0385.png,2494.9,1
unitcell_row_0386.png,3164.77,2
unitcell_row_0387.png,2801.57,2
unitcell_row_0388.png,2484.64,1
unitcell_row_0389.png,2905.06,2
unitcell_row_0390.png,3711.58,3
unitcell_row_0391.png,1413.51,0
unitcell_row_0392.png,3068.2,2
unitcell_row_0393.png,1544.66,1
unitcell_row_0394.png,1518.61,1
unitcell_row_0395.png,3608.2,3
unitcell_row_0396.png,3406.96,2
unitcell_row_0397.png,3183.78,2
unitcell_row_0398.png,2827.05,2
unitcell_row_0399.png,3443.84,2
unitcell_row_0400.png,2857.28,2
unitcell_row_0401.png,3368.97,2
unitcell_row_0402.png,3290.43,2
unitcell_row_0403.png,3321.91,2
unitcell_row_0404.png,3018.67,2
unitcell_row_0405.png,2789.23,2
unitcell_row_0406.png,2498.26,1
unitcell_row_0407.png,3253.94,2
unitcell_row_0408.png,2843.47,2
unitcell_row_0409.png,4093.75,3
unitcell_row_0410.png,2808.69,2
unitcell_row_0411.png,3219.88,2
unitcell_row_0412.png,2934.19,2
unitcell_row_0413.png,3132.59,2
unitcell_row_0414.png,2804.05,2
unitcell_row_0415.png,2681.85,2
unitcell_row_0416.png,2749.95,2
unitcell_row_0417.png,1427.9,0
unitcell_row_0418.png,2510.26,2
unitcell_row_0419.png,3115.21,2
unitcell_row_0420.png,864.906,0
unitcell_row_0421.png,3730.61,3
unitcell_row_0422.png,3285.37,2
unitcell_row_0423.png,2722.08,2
unitcell_row_0424.png,3065.1,2
unitcell_row_0425.png,3280.79,2
unitcell_row_0426.png,3330.73,2
unitcell_row_0427.png,3167.88,2
unitcell_row_0428.png,3258.23,2
unitcell_row_0429.png,3239.52,2
unitcell_row_0430.png,4343.77,3
unitcell_row_0431.png,2830.68,2
unitcell_row_0432.png,3151.4,2
unitcell_row_0433.png,3109.27,2
unitcell_row_0434.png,3205.36,2
unitcell_row_0435.png,3570.09,3
unitcell_row_0436.png,2316.73,1
unitcell_row_0437.png,857.417,0
unitcell_row_0438.png,3364.11,2
unitcell_row_0439.png,3587.52,3
unitcell_row_0440.png,1868.01,1
unitcell_row_0441.png,3311.09,2
unitcell_row_0442.png,632.185,0
unitcell_row_0443.png,3026.22,2
unitcell_row_0444.png,3440.42,2
unitcell_row_0445.png,2594.27,2
unitcell_row_0446.png,1666.95,1
unitcell_row_0447.png,2879.97,2
unitcell_row_0448.png,2091.86,1
unitcell_row_0449.png,3310.93,2
unitcell_row_0450.png,2441.05,1
unitcell_row_0451.png,2740.87,2
unitcell_row_0452.png,3213.33,2
unitcell_row_0453.png,2667.84,2
unitcell_row_0454.png,2748.3,2
unitcell_row_0455.png,3028.66,2
unitcell_row_0456.png,2120.67,1
unitcell_row_0457.png,2397.48,1
unitcell_row_0458.png,3380.67,2
unitcell_row_0459.png,3062.76,2
unitcell_row_0460.png,3577.36,3
unitcell_row_0461.png,3055.73,2
unitcell_row_0462.png,2411.67,1
unitcell_row_0463.png,2583.28,2
unitcell_row_0464.png,3229.18,2
unitcell_row_0465.png,3334.69,2
unitcell_row_0466.png,659.744,0
unitcell_row_0467.png,4300.84,3
unitcell_row_0468.png,2897.89,2
unitcell_row_0469.png,3316.92,2
unitcell_row_0470.png,2851.53,2
unitcell_row_0471.png,2692.98,2
unitcell_row_0472.png,1000.16,0
unitcell_row_0473.png,3299.79,2
unitcell_row_0474.png,2398.99,1
unitcell_row_0475.png,2495.04,1
unitcell_row_0476.png,3274.09,2
unitcell_row_0477.png,3473.41,2
unitcell_row_0478.png,2116.75,1
unitcell_row_0479.png,3409.8,2
unitcell_row_0480.png,2735.26,2
unitcell_row_0481.png,3203.65,2
unitcell_row_0482.png,3311.59,2
unitcell_row_0483.png,1786.14,1
unitcell_row_0484.png,2464.13,1
unitcell_row_0485.png,2669.25,2
unitcell_row_0486.png,3073.75,2
unitcell_row_0487.png,3013.49,2
unitcell_row_0488.png,3445.97,2
unitcell_row_0489.png,3296.23,2
unitcell_row_0490.png,3174.99,2
unitcell_row_0491.png,2411.76,1
unitcell_row_0492.png,3364.93,2
unitcell_row_0493.png,3789.39,3
unitcell_row_0494.png,4203.95,3
unitcell_row_0495.png,3182.24,2
unitcell_row_0496.png,2646.87,2
unitcell_row_0497.png,1503.72,1
unitcell_row_0498.png,898.2,0
unitcell_row_0499.png,3736.1,3
unitcell_row_0500.png,2711.65,2
unitcell_row_0501.png,1233.11,0
unitcell_row_0502.png,2849.33,2
unitcell_row_0503.png,3242.68,2
unitcell_row_0504.png,3088.57,2
unitcell_row_0505.png,3585.66,3
unitcell_row_0506.png,3114.16,2
unitcell_row_0507.png,3142.54,2
unitcell_row_0508.png,3057.26,2
unitcell_row_0509.png,1776.53,1
unitcell_row_0510.png,2495.37,1
unitcell_row_0511.png,2764.94,2
unitcell_row_0512.png,2501.77,2
unitcell_row_0513.png,3007.03,2
unitcell_row_0514.png,3152.43,2
unitcell_row_0515.png,3110.18,2
unitcell_row_0516.png,2966.56,2
unitcell_row_0517.png,2865.7,2
unitcell_row_0518.png,3346.36,2
unitcell_row_0519.png,2573.77,2
unitcell_row_0520.png,3550.74,3
unitcell_row_0521.png,3997.89,3
unitcell_row_0522.png,3120.48,2
unitcell_row_0523.png,3926.28,3
unitcell_row_0524.png,2967.47,2
unitcell_row_0525.png,3590.09,3
unitcell_row_0526.png,2554.81,2
unitcell_row_0527.png,3294.85,2
unitcell_row_0528.png,3311.13,2
unitcell_row_0529.png,3601.79,3
unitcell_row_0530.png,1581.84,1
unitcell_row_0531.png,3526.96,3
unitcell_row_0532.png,2512.64,2
unitcell_row_0533.png,3202.76,2
unitcell_row_0534.png,3450.21,2
unitcell_row_0535.png,1471.52,0
unitcell_row_0536.png,3594.19,3
unitcell_row_0537.png,3199.97,2
unitcell_row_0538.png,3385.39,2
unitcell_row_0539.png,1900.69,1
unitcell_row_0540.png,2726.94,2
unitcell_row_0541.png,3079.2,2
unitcell_row_0542.png,2474.27,1
unitcell_row_0543.png,3104.37,2
unitcell_row_0544.png,1467.92,0
unitcell_row_0545.png,3324.33,2
unitcell_row_0546.png,3069.61,2
unitcell_row_0547.png,3223.53,2
unitcell_row_0548.png,1798.03,1
unitcell_row_0549.png,3195.08,2
unitcell_row_0550.png,2793.3,2
unitcell_row_0551.png,2859.63,2
unitcell_row_0552.png,3170.19,2
unitcell_row_0553.png,2760.81,2
unitcell_row_0554.png,3119.14,2
unitcell_row_0555.png,2791.84,2
unitcell_row_0556.png,2779.68,2
unitcell_row_0557.png,3788.69,3
unitcell_row_0558.png,2880.16,2
unitcell_row_0559.png,2589.86,2
unitcell_row_0560.png,3057.91,2
unitcell_row_0561.png,3562.05,3
unitcell_row_0562.png,1723.05,1
unitcell_row_0563.png,2865.01,2
unitcell_row_0564.png,2784.93,2
unitcell_row_0565.png,2703.29,2
unitcell_row_0566.png,1932.44,1
unitcell_row_0567.png,2412.44,1
unitcell_row_0568.png,2859.99,2
unitcell_row_0569.png,3834.07,3
unitcell_row_0570.png,2598.37,2
unitcell_row_0571.png,2858.82,2
unitcell_row_0572.png,3027.23,2
unitcell_row_0573.png,3030.26,2
unitcell_row_0574.png,3294.76,2
unitcell_row_0575.png,2663.55,2
unitcell_row_0576.png,1713.72,1
unitcell_row_0577.png,3065.21,2
unitcell_row_0578.png,3140.2,2
unitcell_row_0579.png,3209.61,2
unitcell_row_0580.png,3877.82,3
unitcell_row_0581.png,2866.84,2
unitcell_row_0582.png,2621.64,2
unitcell_row_0583.png,3099.28,2
unitcell_row_0584.png,2552.51,2
unitcell_row_0585.png,2410.53,1
unitcell_row_0586.png,3112.58,2
unitcell_row_0587.png,2840.99,2
unitcell_row_0588.png,3085.36,2
unitcell_row_0589.png,2504.8,2
unitcell_row_0590.png,3027.79,2
unitcell_row_0591.png,1026.23,0
unitcell_row_0592.png,3543.75,3
unitcell_row_0593.png,1331.34,0
unitcell_row_0594.png,3551.82,3
unitcell_row_0595.png,1284.19,0
unitcell_row_0596.png,3398.27,2
unitcell_row_0597.png,2884.83,2
unitcell_row_0598.png,3201.63,2
unitcell_row_0599.png,3032.98,2
unitcell_row_0600.png,2673.54,2
unitcell_row_0601.png,3204.61,2
unitcell_row_0602.png,2915.1,2
unitcell_row_0603.png,2387.17,1
unitcell_row_0604.png,2751.95,2
unitcell_row_0605.png,2943.12,2
unitcell_row_0606.png,3094.52,2
unitcell_row_0607.png,2947.94,2
unitcell_row_0608.png,2640.4,2
unitcell_row_0609.png,1712.78,1
unitcell_row_0610.png,2880.45,2
unitcell_row_0611.png,3235.36,2
unitcell_row_0612.png,2427.15,1
unitcell_row_0613.png,3087.28,2
unitcell_row_0614.png,2823.11,2
unitcell_row_0615.png,1677.07,1
unitcell_row_0616.png,2648.93,2
unitcell_row_0617.png,2575.41,2
unitcell_row_0618.png,3336.85,2
unitcell_row_0619.png,3311.48,2
unitcell_row_0620.png,3363.72,2
unitcell_row_0621.png,2482.14,1
unitcell_row_0622.png,3097.44,2
unitcell_row_0623.png,3199.27,2
unitcell_row_0624.png,3720.24,3
unitcell_row_0625.png,3260.66,2
unitcell_row_0626.png,3979.31,3
unitcell_row_0627.png,2791.96,2
unitcell_row_0628.png,3287.94,2
unitcell_row_0629.png,3287.19,2
unitcell_row_0630.png,2793.24,2
unitcell_row_0631.png,2519.64,2
unitcell_row_0632.png,2485.57,1
unitcell_row_0633.png,3062.18,2
unitcell_row_0634.png,1512.45,1
unitcell_row_0635.png,997.285,0
unitcell_row_0636.png,3286.94,2
unitcell_row_0637.png,2747.17,2
unitcell_row_0638.png,3265.1,2
unitcell_row_0639.png,3019.82,2
unitcell_row_0640.png,3538.62,3
unitcell_row_0641.png,2752.98,2
unitcell_row_0642.png,1449.34,0
unitcell_row_0643.png,3101.05,2
unitcell_row_0644.png,2973.34,2
unitcell_row_0645.png,3875.0,3
unitcell_row_0646.png,2907.06,2
unitcell_row_0647.png,2850.45,2
unitcell_row_0648.png,3400.34,2
unitcell_row_0649.png,3379.64,2
unitcell_row_0650.png,2671.11,2
unitcell_row_0651.png,3826.33,3
unitcell_row_0652.png,3450.26,2
unitcell_row_0653.png,1475.08,0
unitcell_row_0654.png,2894.89,2
unitcell_row_0655.png,1629.48,1
unitcell_row_0656.png,1831.8,1
unitcell_row_0657.png,3077.83,2
unitcell_row_0658.png,3588.68,3
unitcell_row_0659.png,2522.56,2
unitcell_row_0660.png,2922.31,2
unitcell_row_0661.png,3102.77,2
unitcell_row_0662.png,1371.67,0
unitcell_row_0663.png,3274.49,2
unitcell_row_0664.png,2749.9,2
unitcell_row_0665.png,3018.09,2
unitcell_row_0666.png,2584.69,2
unitcell_row_0667.png,3777.57,3
unitcell_row_0668.png,1681.7,1
unitcell_row_0669.png,2480.85,1
unitcell_row_0670.png,3487.5,2
unitcell_row_0671.png,3271.74,2
unitcell_row_0672.png,3746.28,3
unitcell_row_0673.png,3566.65,3
unitcell_row_0674.png,3466.26,2
unitcell_row_0675.png,4010.09,3
unitcell_row_0676.png,3342.26,2
unitcell_row_0677.png,3000.42,2
unitcell_row_0678.png,1592.43,1
unitcell_row_0679.png,3110.98,2
unitcell_row_0680.png,2799.28,2
unitcell_row_0681.png,2377.86,1
unitcell_row_0682.png,3174.29,2
unitcell_row_0683.png,3302.33,2
unitcell_row_0684.png,3468.89,2
unitcell_row_0685.png,3178.72,2
unitcell_row_0686.png,1495.88,0
unitcell_row_0687.png,957.605,0
unitcell_row_0688.png,3406.13,2
unitcell_row_0689.png,2666.61,2
unitcell_row_0690.png,2753.95,2
unitcell_row_0691.png,3203.17,2
unitcell_row_0692.png,3048.04,2
unitcell_row_0693.png,1684.19,1
unitcell_row_0694.png,3225.94,2
unitcell_row_0695.png,2476.97,1
unitcell_row_0696.png,3937.28,3
unitcell_row_0697.png,3138.7,2
unitcell_row_0698.png,3119.26,2
unitcell_row_0699.png,3524.0,3
unitcell_row_0700.png,3796.84,3
unitcell_row_0701.png,2370.11,1
unitcell_row_0702.png,2915.97,2
unitcell_row_0703.png,2461.34,1
unitcell_row_0704.png,3100.79,2
unitcell_row_0705.png,3264.07,2
unitcell_row_0706.png,3144.69,2
unitcell_row_0707.png,3327.27,2
unitcell_row_0708.png,3462.14,2
unitcell_row_0709.png,3176.88,2
unitcell_row_0710.png,3295.53,2
unitcell_row_0711.png,1084.46,0
unitcell_row_0712.png,3154.41,2
unitcell_row_0713.png,2889.18,2
unitcell_row_0714.png,2492.42,1
unitcell_row_0715.png,2646.45,2
unitcell_row_0716.png,1500.9,1
unitcell_row_0717.png,2737.46,2
unitcell_row_0718.png,3119.7,2
unitcell_row_0719.png,1415.99,0
unitcell_row_0720.png,2435.41,1
unitcell_row_0721.png,2663.75,2
unitcell_row_0722.png,3389.39,2
unitcell_row_0723.png,1590.77,1
unitcell_row_0724.png,3189.95,2
unitcell_row_0725.png,2851.0,2
unitcell_row_0726.png,2510.65,2
unitcell_row_0727.png,3338.97,2
unitcell_row_0728.png,3077.09,2
unitcell_row_0729.png,2657.59,2
unitcell_row_0730.png,1585.38,1
unitcell_row_0731.png,2589.92,2
unitcell_row_0732.png,3926.32,3
unitcell_row_0733.png,2564.02,2
unitcell_row_0734.png,3586.59,3
unitcell_row_0735.png,2837.06,2
unitcell_row_0736.png,2543.27,2
